# 案ごとの詳細集計。横並びの比較は variant_comparison.csv を見る。
break_rule,break_rule_label,section,metric,value,note
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,reference_high を先に更新した警戒足,3/26 (12%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,同日に両方到達で順序不明の警戒足,2/26 (8%),AMBIGUOUS_WARNING_ORDER。CASE2 の EXIT 有無がこの順序に依存する
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,決着前に active_stop へ到達した警戒足,0/26 (0%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,追跡終端まで決着しなかった警戒足,0/26 (0%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,warning_low を寄りでギャップ割れした警戒足,13/23 (57%),分母は warning_low を割った警戒足。warning_low での約定は仮定できない（§6A）
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,WARNING,警戒足が上限突破の翌営業日に出た件数,14/22 (64%),早すぎる警戒足の目安
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,REHIGH_CONFIRMED が発生した件数,7/32 (22%),再高値更新の総数 7 回
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,trail stop を1回以上引き上げられた件数,6/32 (19%),前回（既存 fractal 利用）は 参考A 2/32 / 参考B 10/32
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,trail stop を2回以上引き上げられた件数,0/32 (0%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,初期STOPからの引き上げ幅（中央値）,+7.28%,最大 +9.41%
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,押し安値の確定が既存 fractal より何日早いか（中央値）,-1 日,正なら状態機械の方が早い／負なら fractal の方が早い。最小 -1 日 / 最大 -1 日（同じ安値を fractal も認めた 1 件が分母） 比較用で状態機械には使っていない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,既存 fractal がそもそも押し安値と認めなかった件数,6/7 (86%),状態機械が確定した押し安値のうち、fractal の pivot 条件を満たさないもの
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,同日にSTOP到達と再高値更新で順序不明,0/32 (0%),当日安値が active_stop 以下なら押し安値も同水準以下になるため、どちらの順でも撤退水準は変わらない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,REHIGH / TRAILING,warning_low を割ったのに WARNING に留まった件数,5/32 (16%),解釈(b) の副作用。CASE3 の構造的な弱点
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 仮想EXIT件数,31/32 (97%),残りは追跡終端で保有継続
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 仮想リターン中央値,-4.51%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 最大含み益の中央値,+4.29%,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 吐き出し幅の中央値,9.58pt,最大含み益 − 最終リターン
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 保有日数の中央値,8 日,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: +5%以上まで上昇後に損失,12/32 (38%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: +10%以上から利益の過半を失った,6/32 (19%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 仮想EXIT件数,32/32 (100%),残りは追跡終端で保有継続
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 仮想リターン中央値,-1.82%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 最大含み益の中央値,+4.18%,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 吐き出し幅の中央値,4.57pt,最大含み益 − 最終リターン
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 保有日数の中央値,5 日,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: +5%以上まで上昇後に損失,3/32 (9%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: +10%以上から利益の過半を失った,1/32 (3%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 仮想EXIT件数,32/32 (100%),残りは追跡終端で保有継続
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 仮想リターン中央値,-2.69%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 最大含み益の中央値,+4.29%,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 吐き出し幅の中央値,6.53pt,最大含み益 − 最終リターン
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 保有日数の中央値,6 日,
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: +5%以上まで上昇後に損失,4/32 (12%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: +10%以上から利益の過半を失った,2/32 (6%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE1 初期STOPのみ（前回と同じ）: INITIAL_STOP_EXIT,31/32 (97%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE1 初期STOPのみ（前回と同じ）: DATA_END_OPEN,1/32 (3%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: WARNING_LOW_EXIT_CANDIDATE,21/32 (66%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: INITIAL_STOP_EXIT,10/32 (31%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: TRAIL_STOP_EXIT,1/32 (3%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: WARNING_LOW_CLOSE_BREAK_EXIT,13/32 (41%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: INITIAL_STOP_EXIT,10/32 (31%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: TRAIL_STOP_EXIT,5/32 (16%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: INITIAL_STOP_EXIT_AFTER_BREAKOUT,4/32 (12%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,経路の分類,P0 上限を終値突破せずSTOP（TREND_HOLDへ到達せず）,10/32 (31%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,経路の分類,P2 警戒足 → warning_low 下抜け（再高値更新なし）,15/32 (47%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,経路の分類,P3 警戒足 → 再高値更新1回 → STOP引き上げ,7/32 (22%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,CASE3 の方が CASE1 より有利な撤退になった,16/32 (50%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,CASE2 の方が CASE3 より有利な撤退になった,14/32 (44%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,警戒足が上限突破の翌営業日に出た,14/32 (44%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,CASE1 で +5%以上まで上昇後に損失,12/32 (38%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,warning_low を寄りでギャップ割れ（約定を仮定できない）,12/32 (38%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,active_stop を1回以上引き上げた,6/32 (19%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,warning_low を割ったのに WARNING に留まり続けた（解釈(b)）,5/32 (16%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,フラグ,同日に warning_low 下抜けと再高値更新（順序不明）,2/32 (6%),
CLOSE_BREAK,EXIT VARIANT 2 CLOSE_BREAK（終値が warning_low を下回った日）,解釈の感度,上限突破日・再高値更新日そのものが陰線だった回数,5,解釈(a)で同日採用にしていたら、この回数だけ警戒足が増えていた
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,INITIAL_HOLD,対象イベント数,32,near.max_position_in_range=0.65 で発生した ENTRY_CANDIDATE。前回と同一
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,INITIAL_HOLD,仮想ENTRYできた件数,32/32 (100%),ENTRY価格はシグナル翌営業日の始値
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,INITIAL_HOLD,上限を終値突破する前にSTOPした件数,10/32 (31%),TREND_HOLD へ到達しなかった件
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,INITIAL_HOLD,元レンジ上限を終値突破した件数（TREND_HOLD到達）,22/32 (69%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,INITIAL_HOLD,高値だけ上限を超えたが終値では超えなかった件数,10/32 (31%),状態遷移させていない（§3）
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,上限突破後にWARNINGが発生した件数,22/22 (100%),警戒足の総数 26 本（前回は ENTRY 直後からの全陰線で 175 本）
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,1イベントあたりの警戒足本数（中央値）,1.0 本,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,上限突破からWARNING発生までの営業日数（中央値）,1 日,最短 1 日 / 最長 4 日
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,WARNING発生時の含み益率（中央値）,+1.00%,最初の警戒足の終値ベース。仮想ENTRY価格基準
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,warning_low を先に割った警戒足,21/26 (81%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,reference_high を先に更新した警戒足,3/26 (12%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,同日に両方到達で順序不明の警戒足,2/26 (8%),AMBIGUOUS_WARNING_ORDER。CASE2 の EXIT 有無がこの順序に依存する
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,決着前に active_stop へ到達した警戒足,0/26 (0%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,追跡終端まで決着しなかった警戒足,0/26 (0%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,warning_low を寄りでギャップ割れした警戒足,13/23 (57%),分母は warning_low を割った警戒足。warning_low での約定は仮定できない（§6A）
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,WARNING,警戒足が上限突破の翌営業日に出た件数,14/22 (64%),早すぎる警戒足の目安
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,REHIGH_CONFIRMED が発生した件数,7/32 (22%),再高値更新の総数 7 回
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,trail stop を1回以上引き上げられた件数,6/32 (19%),前回（既存 fractal 利用）は 参考A 2/32 / 参考B 10/32
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,trail stop を2回以上引き上げられた件数,0/32 (0%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,初期STOPからの引き上げ幅（中央値）,+7.28%,最大 +9.41%
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,押し安値の確定が既存 fractal より何日早いか（中央値）,-1 日,正なら状態機械の方が早い／負なら fractal の方が早い。最小 -1 日 / 最大 -1 日（同じ安値を fractal も認めた 1 件が分母） 比較用で状態機械には使っていない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,既存 fractal がそもそも押し安値と認めなかった件数,6/7 (86%),状態機械が確定した押し安値のうち、fractal の pivot 条件を満たさないもの
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,同日にSTOP到達と再高値更新で順序不明,0/32 (0%),当日安値が active_stop 以下なら押し安値も同水準以下になるため、どちらの順でも撤退水準は変わらない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,REHIGH / TRAILING,warning_low を割ったのに WARNING に留まった件数,7/32 (22%),解釈(b) の副作用。CASE3 の構造的な弱点
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 仮想EXIT件数,31/32 (97%),残りは追跡終端で保有継続
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 仮想リターン中央値,-4.51%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 最大含み益の中央値,+4.29%,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 吐き出し幅の中央値,9.58pt,最大含み益 − 最終リターン
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: 保有日数の中央値,8 日,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: +5%以上まで上昇後に損失,12/32 (38%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE1 初期STOPのみ（前回と同じ）: +10%以上から利益の過半を失った,6/32 (19%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 仮想EXIT件数,32/32 (100%),残りは追跡終端で保有継続
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 仮想リターン中央値,-1.82%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 最大含み益の中央値,+4.18%,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 吐き出し幅の中央値,4.57pt,最大含み益 − 最終リターン
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: 保有日数の中央値,5 日,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: +5%以上まで上昇後に損失,3/32 (9%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE2 warning_low 下抜けで利確: +10%以上から利益の過半を失った,1/32 (3%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 仮想EXIT件数,32/32 (100%),残りは追跡終端で保有継続
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 仮想リターン中央値,-2.85%,仮想ENTRY価格（翌日始値）基準。約定価格は保証されない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 最大含み益の中央値,+4.29%,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 吐き出し幅の中央値,6.53pt,最大含み益 − 最終リターン
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: 保有日数の中央値,6 日,
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: +5%以上まで上昇後に損失,4/32 (12%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,利益保持,CASE3 トレーリング（warning_low では降りない）: +10%以上から利益の過半を失った,2/32 (6%),「大半＝過半」を数式にしただけの集計定義。売買閾値ではない
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE1 初期STOPのみ（前回と同じ）: INITIAL_STOP_EXIT,31/32 (97%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE1 初期STOPのみ（前回と同じ）: DATA_END_OPEN,1/32 (3%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: WARNING_LOW_EXIT_CANDIDATE,21/32 (66%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: INITIAL_STOP_EXIT,10/32 (31%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE2 warning_low 下抜けで利確: TRAIL_STOP_EXIT,1/32 (3%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: STRUCTURAL_BREAK_EXIT,13/32 (41%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: INITIAL_STOP_EXIT,10/32 (31%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: TRAIL_STOP_EXIT,5/32 (16%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,EXIT種別,CASE3 トレーリング（warning_low では降りない）: INITIAL_STOP_EXIT_AFTER_BREAKOUT,4/32 (12%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,経路の分類,P0 上限を終値突破せずSTOP（TREND_HOLDへ到達せず）,10/32 (31%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,経路の分類,P2 警戒足 → warning_low 下抜け（再高値更新なし）,15/32 (47%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,経路の分類,P3 警戒足 → 再高値更新1回 → STOP引き上げ,7/32 (22%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,CASE3 の方が CASE1 より有利な撤退になった,15/32 (47%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,警戒足が上限突破の翌営業日に出た,14/32 (44%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,CASE2 の方が CASE3 より有利な撤退になった,12/32 (38%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,CASE1 で +5%以上まで上昇後に損失,12/32 (38%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,warning_low を寄りでギャップ割れ（約定を仮定できない）,12/32 (38%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,warning_low を割ったのに WARNING に留まり続けた（解釈(b)）,7/32 (22%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,active_stop を1回以上引き上げた,6/32 (19%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,フラグ,同日に warning_low 下抜けと再高値更新（順序不明）,2/32 (6%),
STRUCTURAL_BREAK,EXIT VARIANT 3 STRUCTURAL_BREAK（終値が警戒安値と元レンジ上限の両方を下回った日）,解釈の感度,上限突破日・再高値更新日そのものが陰線だった回数,5,解釈(a)で同日採用にしていたら、この回数だけ警戒足が増えていた
